ForecastKey,DateKey,ProductKey,ForecastUnits,ForecastRevenue,ActualUnits,ActualRevenue
2466,20260601,405,118,27725.28,151,35478.96
2467,20260601,504,141,3458.73,161,3949.33
2468,20260601,670,120,27432.0,136,31089.6
2469,20260601,523,133,20169.45,158,23960.7
2470,20260601,787,119,26488.21,105,23371.95
2471,20260601,663,118,35969.94,104,31702.32
2472,20260601,444,144,39091.68,155,42077.85
2473,20260601,357,152,5175.6,121,4120.05
2474,20260601,727,139,4160.27,140,4190.2
2475,20260601,10,117,6162.39,124,6531.08
2476,20260601,668,136,16415.2,124,14966.8
2477,20260601,578,174,57463.5,125,41281.25
2478,20260601,138,159,45644.13,202,57988.14
2479,20260601,542,156,18482.88,155,18364.4
2480,20260601,159,111,15355.74,121,16739.14
2481,20260601,409,128,28136.96,156,34291.92
2482,20260601,186,120,23042.4,107,20546.14
2483,20260601,534,126,14083.02,119,13300.63
2484,20260601,512,159,10404.96,133,8703.52
2485,20260601,587,143,39136.24,154,42146.72
2486,20260601,723,115,45183.5,106,41647.4
2487,20260601,363,124,14059.12,116,13152.08
2488,20260601,93,118,7246.38,114,7000.74
2489,20260601,312,158,32478.48,161,33095.16
2490,20260601,106,96,7693.44,75,6010.5
2491,20260601,425,140,21802.2,107,16663.11
2492,20260601,655,117,8299.98,90,6384.6
2493,20260601,167,118,27853.9,123,29034.15
2494,20260601,252,168,4376.4,151,3933.55
2495,20260601,163,146,5225.34,134,4795.86
2496,20260601,373,123,29540.91,95,22816.15
2497,20260601,427,105,43686.3,85,35365.1
2498,20260601,89,129,10824.39,118,9901.38
2499,20260601,397,113,16904.8,141,21093.6
2500,20260601,562,145,27371.65,172,32468.44
2501,20260601,582,100,41919.0,106,44434.14
2502,20260601,735,146,17813.46,172,20985.72
2503,20260601,653,140,29407.0,175,36758.75
2504,20260601,121,139,41535.98,146,43627.72
2505,20260601,647,119,21979.3,129,23826.3
2506,20260601,276,162,10805.4,137,9137.9
2507,20260601,229,142,23953.98,164,27665.16
2508,20260601,489,118,30527.78,139,35960.69
2509,20260601,630,143,48589.97,110,37376.9
2510,20260601,691,129,20703.21,117,18777.33
2511,20260601,172,153,9079.02,177,10503.18
2512,20260601,568,126,3472.56,137,3775.72
2513,20260601,311,154,55517.0,146,52633.0
2514,20260601,118,112,45962.56,145,59505.1
2515,20260601,774,138,13846.92,159,15954.06
2516,20260601,31,149,41898.8,153,43023.6
2517,20260601,323,122,26983.96,149,32955.82
2518,20260601,193,153,26267.04,186,31932.48
2519,20260601,319,135,38273.85,138,39124.38
2520,20260601,129,157,44865.89,132,37721.64
