ReturnKey,DateKey,ProductKey,ReturnReason,ReturnUnits,ReturnValue
640,20241126,765,Changed Mind,3,93.03
641,20250715,533,Wrong Item Sent,1,169.61
642,20250518,165,Not as Described,4,892.16
643,20241024,204,Changed Mind,1,137.31
644,20231030,790,Better Price Found,4,468.88
645,20230514,113,Defective/Not Working,2,238.2
646,20240111,734,Wrong Item Sent,3,109.53
647,20230327,514,Changed Mind,1,340.45
648,20250402,498,Changed Mind,4,1238.0
649,20260330,502,Not as Described,2,717.28
650,20241115,263,No Longer Needed,2,174.86
651,20260519,153,Better Price Found,4,359.96
652,20231108,449,Not as Described,4,90.44
653,20240807,286,Wrong Item Sent,1,317.67
654,20250721,96,Changed Mind,2,409.7
655,20240829,271,Defective/Not Working,4,727.28
656,20250930,227,Wrong Item Sent,1,292.62
657,20240909,615,Not as Described,3,323.61
658,20250306,315,Late Delivery,3,888.63
659,20260314,289,Defective/Not Working,4,212.2
660,20240724,673,Changed Mind,2,847.98
661,20250503,174,Changed Mind,4,833.64
662,20231020,508,Changed Mind,4,1435.84
663,20240822,729,Not as Described,3,1071.09
664,20230823,116,No Longer Needed,3,103.08
665,20230727,247,Not as Described,4,464.44
666,20250201,242,Defective/Not Working,4,686.68
667,20241103,97,Wrong Item Sent,3,905.34
668,20260322,744,Better Price Found,4,396.0
669,20231119,130,Defective/Not Working,1,108.44
670,20260630,517,Better Price Found,2,651.98
671,20240624,186,Late Delivery,2,384.04
672,20231210,651,Better Price Found,4,273.12
673,20230702,602,Better Price Found,2,170.26
674,20260612,605,Late Delivery,4,646.0
675,20240610,737,Late Delivery,2,464.2
676,20250309,438,Changed Mind,2,81.98
677,20250923,572,Better Price Found,2,192.16
678,20260225,515,Not as Described,3,383.73
679,20230326,453,Late Delivery,2,318.08
680,20241205,492,Defective/Not Working,1,101.28
681,20230315,116,No Longer Needed,1,34.36
682,20240604,200,Changed Mind,4,980.92
683,20260119,780,Defective/Not Working,1,78.04
684,20260301,346,Changed Mind,4,1119.36
685,20260318,756,Defective/Not Working,1,394.25
686,20241209,462,Better Price Found,2,441.24
687,20240420,157,Not as Described,1,17.11
688,20250216,135,Late Delivery,3,123.93
689,20240507,231,Not as Described,4,761.56
690,20240902,18,Changed Mind,1,49.16
691,20230115,416,Changed Mind,3,386.04
692,20250226,721,Changed Mind,2,498.32
693,20241012,486,Changed Mind,4,817.08
694,20250924,73,Defective/Not Working,3,658.41
695,20250926,652,Changed Mind,1,164.75
696,20251103,503,Defective/Not Working,3,954.06
697,20241016,180,Changed Mind,3,75.18
698,20230415,267,Late Delivery,4,569.12
699,20260421,704,No Longer Needed,1,18.97
700,20251104,313,No Longer Needed,2,290.44
701,20241221,393,Not as Described,3,67.29
702,20230117,758,Wrong Item Sent,1,348.5
703,20260226,534,Not as Described,4,447.08
704,20240717,287,Changed Mind,3,744.9
705,20250318,656,Defective/Not Working,4,1058.04
706,20250302,306,Not as Described,3,802.23
707,20260524,509,Defective/Not Working,3,270.57
708,20240821,527,Wrong Item Sent,2,163.48
709,20230630,24,Defective/Not Working,1,126.6
710,20231221,624,Changed Mind,1,21.67
711,20231028,789,Not as Described,3,1238.91
712,20251128,18,Changed Mind,2,98.32
713,20240805,700,No Longer Needed,4,636.88
714,20230912,321,Changed Mind,3,1142.61
715,20250111,655,Wrong Item Sent,2,141.88
716,20230929,355,Better Price Found,2,302.38
717,20250303,444,Changed Mind,4,1085.88
718,20260625,235,Wrong Item Sent,2,703.6
719,20230416,281,Better Price Found,2,506.96
720,20260607,389,Not as Described,4,55.96
721,20240922,57,Defective/Not Working,2,41.38
722,20260520,522,Defective/Not Working,1,104.14
723,20230512,145,Wrong Item Sent,2,444.42
724,20240506,766,Changed Mind,2,420.34
725,20250206,33,Better Price Found,1,147.68
726,20231103,174,Not as Described,3,625.23
727,20240101,128,Not as Described,3,125.28
728,20250915,173,Wrong Item Sent,4,1411.16
729,20240222,685,Not as Described,3,424.95
730,20230814,522,Defective/Not Working,4,416.56
731,20260204,599,No Longer Needed,4,898.52
732,20230324,672,Late Delivery,4,426.16
733,20250907,195,No Longer Needed,3,675.69
734,20260327,363,No Longer Needed,2,226.76
735,20230808,118,Not as Described,3,1231.14
736,20230416,611,Defective/Not Working,2,239.2
737,20230814,707,Defective/Not Working,2,451.44
738,20250901,780,Not as Described,1,78.04
739,20230923,749,Not as Described,1,202.73
740,20250601,557,Defective/Not Working,2,330.08
741,20260629,107,Not as Described,4,369.72
742,20250413,631,Late Delivery,1,266.82
743,20230430,404,Late Delivery,4,998.8
744,20251107,219,Changed Mind,4,86.24
745,20240527,320,Not as Described,3,614.7
746,20260114,370,Wrong Item Sent,4,1052.72
747,20250712,258,Defective/Not Working,4,120.52
748,20260415,558,Changed Mind,3,724.2
749,20230323,438,Defective/Not Working,4,163.96
750,20231207,449,Wrong Item Sent,2,45.22
751,20240908,746,Not as Described,1,393.87
752,20250424,40,Changed Mind,2,492.76
753,20260405,549,Changed Mind,4,467.96
754,20230918,295,Defective/Not Working,2,434.58
755,20240815,711,Better Price Found,4,357.4
756,20250403,95,No Longer Needed,4,305.72
757,20260201,392,Not as Described,4,595.44
758,20240903,488,Late Delivery,2,475.88
759,20231107,483,No Longer Needed,4,671.28
760,20240423,766,Defective/Not Working,2,420.34
761,20230501,719,Wrong Item Sent,4,293.48
762,20230418,569,No Longer Needed,2,637.72
763,20250312,753,Late Delivery,4,1224.72
764,20250325,615,Late Delivery,2,215.74
765,20241008,179,Changed Mind,1,40.39
766,20260321,118,Changed Mind,2,820.76
767,20260406,680,Better Price Found,4,1089.72
768,20250708,427,Better Price Found,2,832.12
769,20240916,569,Changed Mind,2,637.72
770,20260106,294,Defective/Not Working,4,1457.36
771,20260615,207,Not as Described,4,1549.28
772,20230705,102,Not as Described,3,776.16
773,20240323,16,Late Delivery,1,121.92
774,20230825,767,Better Price Found,2,59.96
775,20230424,104,Not as Described,4,634.04
776,20231203,170,Changed Mind,1,336.66
777,20260609,669,Not as Described,3,768.81
778,20250215,426,Not as Described,4,330.24
779,20240817,591,Defective/Not Working,1,113.73
780,20241030,408,Defective/Not Working,2,149.34
781,20260423,145,Not as Described,3,666.63
782,20241223,551,No Longer Needed,4,159.0
783,20250401,728,Late Delivery,1,23.99
784,20230331,508,Not as Described,1,358.96
785,20231126,644,Wrong Item Sent,4,1762.76
786,20241108,540,No Longer Needed,1,329.69
787,20240406,349,Defective/Not Working,1,300.82
788,20260130,166,Changed Mind,3,832.71
789,20250713,430,Defective/Not Working,2,193.84
790,20250808,592,Late Delivery,4,714.84
791,20231230,260,Defective/Not Working,4,1132.8
792,20240724,227,No Longer Needed,2,585.24
793,20260513,757,Changed Mind,4,474.04
794,20240610,47,Wrong Item Sent,3,677.82
795,20250709,61,Wrong Item Sent,3,27.0
796,20250804,547,Defective/Not Working,3,1180.38
797,20250929,170,Not as Described,1,336.66
798,20260222,168,Defective/Not Working,3,419.58
799,20230218,447,Changed Mind,4,239.04
800,20241212,491,Not as Described,2,336.46
801,20240820,186,Changed Mind,2,384.04
802,20240226,707,No Longer Needed,2,451.44
803,20230625,6,Late Delivery,4,781.44
804,20240129,110,Not as Described,2,569.9
805,20240406,202,Not as Described,4,1161.6
806,20260218,185,No Longer Needed,4,552.96
807,20250716,305,No Longer Needed,1,183.32
808,20230119,431,Defective/Not Working,1,27.19
809,20260419,653,Wrong Item Sent,3,630.15
810,20241221,299,Defective/Not Working,2,24.1
811,20231127,689,Defective/Not Working,2,205.24
812,20231229,138,Better Price Found,3,861.21
813,20240804,540,Wrong Item Sent,1,329.69
814,20260523,404,Defective/Not Working,2,499.4
815,20230704,46,Defective/Not Working,3,1015.44
816,20240423,309,Defective/Not Working,2,540.46
817,20240204,569,No Longer Needed,3,956.58
818,20250113,385,Not as Described,1,85.79
819,20240306,278,Defective/Not Working,4,1023.88
820,20240122,634,Better Price Found,1,132.1
821,20241105,530,No Longer Needed,3,717.06
822,20240320,159,Not as Described,2,276.68
823,20260323,35,No Longer Needed,2,32.44
824,20230105,610,Wrong Item Sent,4,127.76
825,20240615,537,Late Delivery,4,502.96
826,20240719,179,Wrong Item Sent,1,40.39
827,20230629,490,Wrong Item Sent,1,84.06
828,20230602,150,Defective/Not Working,1,107.86
829,20240626,707,No Longer Needed,1,225.72
830,20250203,118,Defective/Not Working,2,820.76
831,20230713,600,Defective/Not Working,1,66.54
832,20260410,694,No Longer Needed,3,197.55
833,20230203,140,Late Delivery,1,105.24
834,20260529,519,Not as Described,1,54.14
835,20230502,92,Defective/Not Working,2,485.34
836,20250610,18,Wrong Item Sent,3,147.48
837,20231002,188,Defective/Not Working,2,553.0
838,20260417,43,Not as Described,4,546.6
839,20260518,624,Late Delivery,4,86.68
840,20240730,598,Changed Mind,1,111.7
841,20250920,522,Not as Described,1,104.14
842,20240326,339,Changed Mind,4,590.8
843,20250214,40,Wrong Item Sent,3,739.14
844,20240111,34,Better Price Found,3,656.01
845,20251002,653,Not as Described,1,210.05
846,20230705,411,Changed Mind,4,259.24
847,20230731,762,Not as Described,2,556.7
848,20250816,636,Late Delivery,2,280.08
849,20240418,41,Changed Mind,4,1089.2
850,20240725,527,No Longer Needed,4,326.96
851,20251213,348,Changed Mind,1,233.48
852,20250221,213,Not as Described,4,1000.04
853,20231103,267,Wrong Item Sent,3,426.84
854,20251020,329,Wrong Item Sent,4,1076.48
855,20250602,771,Not as Described,1,87.72
856,20231126,605,Defective/Not Working,1,161.5
857,20250204,206,Defective/Not Working,1,36.22
858,20241130,351,Late Delivery,2,697.78
859,20231118,660,Wrong Item Sent,3,34.26
860,20230504,284,Late Delivery,4,63.88
861,20250402,669,Changed Mind,3,768.81
862,20250117,436,Late Delivery,3,940.17
863,20240922,665,Not as Described,1,406.18
864,20250120,52,Defective/Not Working,4,84.56
865,20240126,603,Changed Mind,4,913.36
866,20230502,798,Defective/Not Working,3,391.89
867,20240612,124,Changed Mind,2,22.56
868,20260513,527,No Longer Needed,4,326.96
869,20230415,577,Defective/Not Working,2,585.38
870,20230712,756,Late Delivery,4,1577.0
871,20241006,240,Defective/Not Working,1,48.56
872,20230627,467,Wrong Item Sent,1,166.44
873,20240227,592,Changed Mind,3,536.13
874,20251203,382,Changed Mind,4,203.68
875,20250410,523,Defective/Not Working,2,303.3
876,20250625,334,Not as Described,1,266.65
877,20250426,445,Defective/Not Working,1,236.18
878,20251030,186,Better Price Found,1,192.02
879,20231205,58,Defective/Not Working,4,127.0
880,20241027,557,Changed Mind,3,495.12
881,20250611,84,Not as Described,1,73.96
882,20231011,169,Changed Mind,2,161.68
883,20251114,515,No Longer Needed,2,255.82
884,20260325,6,Changed Mind,3,586.08
885,20250805,398,Changed Mind,1,70.82
886,20241212,26,No Longer Needed,2,718.42
887,20241031,788,Wrong Item Sent,4,673.4
888,20231012,449,Better Price Found,4,90.44
889,20230830,472,Not as Described,2,61.74
890,20250511,52,Changed Mind,3,63.42
891,20241009,737,Changed Mind,4,928.4
892,20230626,250,Defective/Not Working,1,223.62
893,20240218,74,Defective/Not Working,1,140.18
894,20251211,480,Better Price Found,4,1702.72
895,20241006,697,Late Delivery,1,203.47
896,20250801,634,Changed Mind,3,396.3
897,20241128,467,Changed Mind,3,499.32
898,20230403,705,Changed Mind,2,479.38
899,20260126,20,No Longer Needed,1,54.98
900,20240403,444,Late Delivery,2,542.94
901,20241029,326,Defective/Not Working,3,802.56
902,20231124,501,Defective/Not Working,2,334.56
903,20230728,578,Defective/Not Working,4,1321.0
904,20250729,311,Not as Described,3,1081.5
905,20251115,582,No Longer Needed,4,1676.76
906,20251015,598,Not as Described,4,446.8
907,20260522,386,Not as Described,3,552.51
908,20240603,190,Late Delivery,1,46.04
909,20230809,445,Wrong Item Sent,1,236.18
910,20241229,209,Better Price Found,1,254.65
911,20240628,706,Defective/Not Working,2,273.88
912,20251031,215,Changed Mind,3,538.89
913,20240112,146,Late Delivery,2,376.06
914,20231129,696,Not as Described,3,543.57
915,20230327,35,Not as Described,2,32.44
916,20250613,355,Better Price Found,1,151.19
917,20240509,216,Wrong Item Sent,3,1009.62
918,20250104,717,Not as Described,3,112.47
919,20230621,153,Late Delivery,2,179.98
920,20240613,494,Late Delivery,3,1141.5
921,20240824,444,Changed Mind,2,542.94
922,20251026,789,Not as Described,3,1238.91
923,20230106,421,No Longer Needed,4,330.16
924,20260209,658,Changed Mind,4,1109.44
925,20231225,559,No Longer Needed,2,110.24
926,20250821,741,Wrong Item Sent,1,212.39
927,20260209,289,Changed Mind,4,212.2
928,20230323,707,Changed Mind,2,451.44
929,20250205,654,Wrong Item Sent,2,447.34
930,20230602,308,Not as Described,3,832.05
931,20230121,689,Changed Mind,1,102.62
932,20230716,779,Wrong Item Sent,4,539.88
933,20230920,384,Changed Mind,4,209.96
934,20260217,423,Changed Mind,4,104.76
935,20230109,368,Late Delivery,1,122.52
936,20251106,334,Defective/Not Working,3,799.95
937,20240315,615,Wrong Item Sent,4,431.48
938,20240214,208,Wrong Item Sent,3,583.29
939,20251018,345,No Longer Needed,3,822.39
940,20251203,311,Wrong Item Sent,3,1081.5
941,20240619,132,Not as Described,3,348.54
942,20240828,394,No Longer Needed,3,479.37
943,20260528,605,Not as Described,2,323.0
944,20260219,224,Changed Mind,4,820.48
945,20230506,776,Late Delivery,3,280.95
946,20250617,194,Changed Mind,4,1258.24
947,20240707,551,Changed Mind,3,119.25
948,20240926,543,Not as Described,1,164.16
949,20250108,518,Not as Described,3,115.89
950,20240818,393,Not as Described,1,22.43
951,20240323,640,Changed Mind,4,604.64
952,20241203,184,Changed Mind,4,1223.72
953,20250427,362,Changed Mind,1,342.7
954,20250530,429,No Longer Needed,3,585.63
955,20230305,689,Not as Described,3,307.86
956,20260502,291,Wrong Item Sent,3,534.54
957,20260401,396,Not as Described,1,167.37
958,20240202,343,No Longer Needed,2,35.1
959,20230527,460,Defective/Not Working,3,252.51
960,20240926,650,Changed Mind,4,570.24
961,20250328,303,Changed Mind,3,315.51
962,20231104,754,Better Price Found,3,1225.74
963,20231104,720,Defective/Not Working,4,1641.96
964,20240517,770,Not as Described,1,92.3
965,20250406,559,Late Delivery,3,165.36
966,20230221,369,Wrong Item Sent,1,98.11
967,20260527,216,Not as Described,1,336.54
968,20260627,397,Changed Mind,4,598.4
969,20260217,167,Changed Mind,4,944.2
970,20250316,421,Changed Mind,3,247.62
971,20240224,122,Wrong Item Sent,1,193.32
972,20250108,15,Defective/Not Working,1,179.98
973,20231019,295,Not as Described,1,217.29
974,20250218,368,Changed Mind,4,490.08
975,20230412,710,Late Delivery,4,208.56
976,20250415,514,Late Delivery,4,1361.8
977,20250728,493,Not as Described,2,182.88
978,20241228,173,Defective/Not Working,3,1058.37
979,20240709,227,Defective/Not Working,3,877.86
980,20241024,564,Changed Mind,4,571.52
981,20231231,530,Changed Mind,2,478.04
982,20260317,583,Not as Described,4,730.96
983,20231121,795,Defective/Not Working,2,470.56
984,20230726,69,Wrong Item Sent,1,201.68
985,20250807,349,Defective/Not Working,2,601.64
986,20250411,374,No Longer Needed,2,660.96
987,20230129,148,Late Delivery,2,52.74
988,20230527,380,Not as Described,3,718.86
989,20240710,477,Not as Described,2,506.88
990,20240919,390,Better Price Found,3,779.55
991,20240817,304,No Longer Needed,4,288.0
992,20250507,675,Defective/Not Working,4,1242.88
993,20260126,19,Defective/Not Working,3,757.08
994,20230126,598,Better Price Found,3,335.1
995,20260104,634,Defective/Not Working,4,528.4
996,20260416,394,Defective/Not Working,4,639.16
997,20240721,537,Changed Mind,3,377.22
998,20250510,300,Late Delivery,3,282.6
999,20250908,253,Defective/Not Working,1,436.82
1000,20240301,194,Late Delivery,3,943.68
1001,20230304,555,Better Price Found,4,452.88
1002,20240410,431,Wrong Item Sent,3,81.57
1003,20240112,132,Defective/Not Working,1,116.18
1004,20231202,731,Changed Mind,2,850.92
1005,20230505,24,Defective/Not Working,2,253.2
1006,20231114,600,Wrong Item Sent,4,266.16
1007,20240409,772,Changed Mind,3,818.67
1008,20250408,440,Changed Mind,1,113.85
1009,20260307,646,Changed Mind,3,607.56
1010,20250615,726,Changed Mind,2,549.7
1011,20250524,773,Changed Mind,1,48.89
1012,20231020,702,Better Price Found,4,1042.16
1013,20251108,245,Late Delivery,1,129.45
1014,20230219,749,Wrong Item Sent,1,202.73
1015,20230107,60,Late Delivery,1,69.61
1016,20230927,332,Changed Mind,4,486.44
1017,20231127,550,Wrong Item Sent,3,609.51
1018,20240825,411,Late Delivery,1,64.81
1019,20250308,746,Better Price Found,2,787.74
1020,20240327,376,Late Delivery,1,268.5
1021,20240421,174,Changed Mind,4,833.64
1022,20250811,760,Defective/Not Working,2,643.04
1023,20250610,603,Not as Described,1,228.34
1024,20230202,326,Defective/Not Working,3,802.56
1025,20230614,587,Late Delivery,1,273.68
1026,20250908,99,Better Price Found,1,363.81
1027,20240324,323,Not as Described,2,442.36
1028,20240225,654,Not as Described,1,223.67
1029,20231113,726,Wrong Item Sent,1,274.85
1030,20230620,593,Changed Mind,3,1045.5
1031,20231204,143,Late Delivery,2,551.74
1032,20231116,406,Changed Mind,4,706.56
1033,20250625,792,Defective/Not Working,1,142.29
1034,20250713,534,Wrong Item Sent,2,223.54
1035,20240701,516,Wrong Item Sent,3,228.0
1036,20230703,657,Not as Described,3,623.88
1037,20240922,609,Defective/Not Working,1,249.15
1038,20231120,353,Not as Described,3,690.0
1039,20250719,191,Wrong Item Sent,4,1322.04
1040,20230326,285,Changed Mind,2,409.78
1041,20230623,274,Wrong Item Sent,4,741.4
1042,20250314,339,No Longer Needed,4,590.8
1043,20241028,507,Defective/Not Working,1,266.28
1044,20240621,255,Defective/Not Working,2,634.92
1045,20250221,20,Defective/Not Working,2,109.96
1046,20230102,384,No Longer Needed,2,104.98
1047,20231129,564,Defective/Not Working,4,571.52
1048,20251220,525,No Longer Needed,1,333.84
1049,20260123,122,Not as Described,3,579.96
1050,20250124,563,Wrong Item Sent,1,41.14
1051,20250210,313,Wrong Item Sent,4,580.88
1052,20241022,66,Changed Mind,1,232.57
1053,20240626,227,Defective/Not Working,4,1170.48
1054,20240229,357,Defective/Not Working,4,136.2
1055,20260525,617,Wrong Item Sent,4,403.4
1056,20240602,21,Defective/Not Working,2,558.66
1057,20230724,689,Not as Described,1,102.62
